year,state_name,commodity_desc,statisticcat_desc,unit_desc,value
2022,MINNESOTA,CORN,YIELD,BU / ACRE,195.0
2022,MINNESOTA,CORN,YIELD,BU / ACRE,193.0
2022,MINNESOTA,CORN,YIELD,BU / ACRE,191.0
2022,MINNESOTA,CORN,YIELD,BU / ACRE,190.0
2022,MINNESOTA,CORN,YIELD,BU / ACRE,190.0
2021,MINNESOTA,CORN,YIELD,BU / ACRE,177.0
2021,MINNESOTA,CORN,YIELD,BU / ACRE,166.0
2021,MINNESOTA,CORN,YIELD,BU / ACRE,186.0
2021,MINNESOTA,CORN,YIELD,BU / ACRE,178.0
2021,MINNESOTA,CORN,YIELD,BU / ACRE,174.0
2020,MINNESOTA,CORN,YIELD,BU / ACRE,191.0
2020,MINNESOTA,CORN,YIELD,BU / ACRE,197.0
2020,MINNESOTA,CORN,YIELD,BU / ACRE,202.0
2020,MINNESOTA,CORN,YIELD,BU / ACRE,202.0
2020,MINNESOTA,CORN,YIELD,BU / ACRE,200.0
2024,MINNESOTA,CORN,YIELD,TONS / ACRE,21.0
2023,MINNESOTA,CORN,YIELD,TONS / ACRE,18.5
2022,MINNESOTA,CORN,YIELD,TONS / ACRE,21.5
2021,MINNESOTA,CORN,YIELD,TONS / ACRE,19.0
2020,MINNESOTA,CORN,YIELD,TONS / ACRE,23.0
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.4
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.6
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.65
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.66
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.67
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.48
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.41
2025,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.97
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.45
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.87
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.4
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.43
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.47
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.62
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.62
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.49
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.98
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.13
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.12
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.17
2024,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.3
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.68
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.93
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.05
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.9
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.87
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.87
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.65
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.51
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.97
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.38
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.06
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.85
2023,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.89
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.77
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.57
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.94
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.4
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.07
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.39
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.45
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.31
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.37
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,7.14
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.59
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.83
2022,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.83
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.96
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.26
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.64
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.71
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.21
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.84
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.01
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.03
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,6.3
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.77
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.92
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.21
2021,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,5.38
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,4.47
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.7
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.71
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.63
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.24
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.1
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.07
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.14
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.09
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.33
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.57
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.76
2020,NEBRASKA,CORN,PRICE RECEIVED,$ / BU,3.92
2024,NEBRASKA,CORN,PRODUCTION,$,8022994000.0
2023,NEBRASKA,CORN,PRODUCTION,$,8091720000.0
2022,NEBRASKA,CORN,PRODUCTION,$,9852381000.0
2021,NEBRASKA,CORN,PRODUCTION,$,11053654000.0
2020,NEBRASKA,CORN,PRODUCTION,$,7917264000.0
2025,NEBRASKA,CORN,PRODUCTION,BU,1967300000.0
2025,NEBRASKA,CORN,PRODUCTION,BU,1931520000.0
2025,NEBRASKA,CORN,PRODUCTION,BU,1967300000.0
2025,NEBRASKA,CORN,PRODUCTION,BU,1967300000.0
2024,NEBRASKA,CORN,PRODUCTION,BU,1802920000.0
2024,NEBRASKA,CORN,PRODUCTION,BU,1881800000.0
2024,NEBRASKA,CORN,PRODUCTION,BU,1881800000.0
2024,NEBRASKA,CORN,PRODUCTION,BU,1901200000.0
2024,NEBRASKA,CORN,PRODUCTION,BU,1891500000.0
2023,NEBRASKA,CORN,PRODUCTION,BU,1729000000.0
2023,NEBRASKA,CORN,PRODUCTION,BU,1685440000.0
2023,NEBRASKA,CORN,PRODUCTION,BU,1659070000.0
2023,NEBRASKA,CORN,PRODUCTION,BU,1668660000.0
2023,NEBRASKA,CORN,PRODUCTION,BU,1697430000.0
2022,NEBRASKA,CORN,PRODUCTION,BU,1455300000.0
2022,NEBRASKA,CORN,PRODUCTION,BU,1701400000.0
2022,NEBRASKA,CORN,PRODUCTION,BU,1562400000.0
2022,NEBRASKA,CORN,PRODUCTION,BU,1599600000.0
2022,NEBRASKA,CORN,PRODUCTION,BU,1636800000.0
2021,NEBRASKA,CORN,PRODUCTION,BU,1854640000.0
2021,NEBRASKA,CORN,PRODUCTION,BU,1748400000.0
2021,NEBRASKA,CORN,PRODUCTION,BU,1833600000.0
2021,NEBRASKA,CORN,PRODUCTION,BU,1824000000.0
2021,NEBRASKA,CORN,PRODUCTION,BU,1804800000.0
2020,NEBRASKA,CORN,PRODUCTION,BU,1771200000.0
2020,NEBRASKA,CORN,PRODUCTION,BU,1804950000.0
2020,NEBRASKA,CORN,PRODUCTION,BU,1818550000.0
2020,NEBRASKA,CORN,PRODUCTION,BU,1838210000.0
2020,NEBRASKA,CORN,PRODUCTION,BU,1776600000.0
2024,NEBRASKA,CORN,PRODUCTION,TONS,5880000.0
2023,NEBRASKA,CORN,PRODUCTION,TONS,4760000.0
2022,NEBRASKA,CORN,PRODUCTION,TONS,5375000.0
2021,NEBRASKA,CORN,PRODUCTION,TONS,5070000.0
2020,NEBRASKA,CORN,PRODUCTION,TONS,4940000.0
2025,NEBRASKA,CORN,YIELD,BU / ACRE,191.0
2025,NEBRASKA,CORN,YIELD,BU / ACRE,192.0
2025,NEBRASKA,CORN,YIELD,BU / ACRE,191.0
2025,NEBRASKA,CORN,YIELD,BU / ACRE,191.0
2024,NEBRASKA,CORN,YIELD,BU / ACRE,188.0
2024,NEBRASKA,CORN,YIELD,BU / ACRE,194.0
2024,NEBRASKA,CORN,YIELD,BU / ACRE,194.0
2024,NEBRASKA,CORN,YIELD,BU / ACRE,196.0
2024,NEBRASKA,CORN,YIELD,BU / ACRE,195.0
2023,NEBRASKA,CORN,YIELD,BU / ACRE,182.0
2023,NEBRASKA,CORN,YIELD,BU / ACRE,184.0
2023,NEBRASKA,CORN,YIELD,BU / ACRE,173.0
2023,NEBRASKA,CORN,YIELD,BU / ACRE,174.0
2023,NEBRASKA,CORN,YIELD,BU / ACRE,177.0
2022,NEBRASKA,CORN,YIELD,BU / ACRE,165.0
2022,NEBRASKA,CORN,YIELD,BU / ACRE,181.0
2022,NEBRASKA,CORN,YIELD,BU / ACRE,168.0
2022,NEBRASKA,CORN,YIELD,BU / ACRE,172.0
2022,NEBRASKA,CORN,YIELD,BU / ACRE,176.0
2021,NEBRASKA,CORN,YIELD,BU / ACRE,194.0
2021,NEBRASKA,CORN,YIELD,BU / ACRE,186.0
2021,NEBRASKA,CORN,YIELD,BU / ACRE,191.0
2021,NEBRASKA,CORN,YIELD,BU / ACRE,190.0
2021,NEBRASKA,CORN,YIELD,BU / ACRE,188.0
2020,NEBRASKA,CORN,YIELD,BU / ACRE,180.0
2020,NEBRASKA,CORN,YIELD,BU / ACRE,191.0
2020,NEBRASKA,CORN,YIELD,BU / ACRE,185.0
2020,NEBRASKA,CORN,YIELD,BU / ACRE,187.0
2020,NEBRASKA,CORN,YIELD,BU / ACRE,188.0
2024,NEBRASKA,CORN,YIELD,TONS / ACRE,21.0
2023,NEBRASKA,CORN,YIELD,TONS / ACRE,17.0
2022,NEBRASKA,CORN,YIELD,TONS / ACRE,12.5
2021,NEBRASKA,CORN,YIELD,TONS / ACRE,19.5
2020,NEBRASKA,CORN,YIELD,TONS / ACRE,19.0
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.08
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.36
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.29
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.38
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.36
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.22
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.04
2025,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.67
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.1
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.42
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.08
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.12
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.16
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.33
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.25
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.0
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.66
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.7
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.79
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.79
2024,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.98
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.29
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.6
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.75
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.66
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.83
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.57
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.5
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.13
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.67
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.92
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.74
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.47
2023,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.4
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.5
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.69
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.09
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.68
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,7.14
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,7.27
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,7.43
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,7.25
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,7.13
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,7.04
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.4
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.45
2022,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.62
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.11
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.01
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.63
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.76
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.34
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.06
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.99
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.21
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,6.42
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.58
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.17
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.34
2021,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,5.58
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,4.37
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.56
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.52
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.42
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.0
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,2.8
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,2.89
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,2.94
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,2.82
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.03
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.37
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.54
2020,SOUTH DAKOTA,CORN,PRICE RECEIVED,$ / BU,3.76
2024,SOUTH DAKOTA,CORN,PRODUCTION,$,3624236000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,$,3664690000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,$,4298580000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,$,4486695000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,$,3150333000.0
2025,SOUTH DAKOTA,CORN,PRODUCTION,BU,1057030000.0
2025,SOUTH DAKOTA,CORN,PRODUCTION,BU,1004640000.0
2025,SOUTH DAKOTA,CORN,PRODUCTION,BU,1057030000.0
2025,SOUTH DAKOTA,CORN,PRODUCTION,BU,1020370000.0
2024,SOUTH DAKOTA,CORN,PRODUCTION,BU,883960000.0
2024,SOUTH DAKOTA,CORN,PRODUCTION,BU,852120000.0
2024,SOUTH DAKOTA,CORN,PRODUCTION,BU,873160000.0
2024,SOUTH DAKOTA,CORN,PRODUCTION,BU,857380000.0
2024,SOUTH DAKOTA,CORN,PRODUCTION,BU,857380000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,BU,854240000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,BU,797500000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,BU,849680000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,BU,821730000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,BU,816140000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,BU,661320000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,BU,793800000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,BU,656250000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,BU,682500000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,BU,724500000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,BU,734320000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,BU,738150000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,BU,774050000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,BU,751450000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,BU,751450000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,BU,720900000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,BU,821640000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,BU,752400000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,BU,752400000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,BU,826560000.0
2024,SOUTH DAKOTA,CORN,PRODUCTION,TONS,6150000.0
2023,SOUTH DAKOTA,CORN,PRODUCTION,TONS,8840000.0
2022,SOUTH DAKOTA,CORN,PRODUCTION,TONS,6600000.0
2021,SOUTH DAKOTA,CORN,PRODUCTION,TONS,6000000.0
2020,SOUTH DAKOTA,CORN,PRODUCTION,TONS,6480000.0
2025,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,173.0
2025,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,168.0
2025,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,173.0
2025,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,167.0
2024,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,164.0
2024,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,162.0
2024,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,166.0
2024,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,163.0
2024,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,163.0
2023,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,152.0
2023,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,145.0
2023,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,152.0
2023,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,147.0
2023,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,146.0
2022,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,132.0
2022,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,147.0
2022,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,125.0
2022,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,130.0
2022,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,138.0
2021,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,134.0
2021,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,133.0
2021,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,137.0
2021,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,133.0
2021,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,133.0
2020,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,162.0
2020,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,167.0
2020,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,165.0
2020,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,165.0
2020,SOUTH DAKOTA,CORN,YIELD,BU / ACRE,168.0
2024,SOUTH DAKOTA,CORN,YIELD,TONS / ACRE,15.0
2023,SOUTH DAKOTA,CORN,YIELD,TONS / ACRE,17.0
2022,SOUTH DAKOTA,CORN,YIELD,TONS / ACRE,12.0
2021,SOUTH DAKOTA,CORN,YIELD,TONS / ACRE,12.0
2020,SOUTH DAKOTA,CORN,YIELD,TONS / ACRE,18.0
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.86
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.0
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.0
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.1
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.3
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.3
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.2
2025,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.91
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.95
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.6
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.7
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.7
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.1
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.9
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.7
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.2
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.1
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.99
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.82
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.85
2024,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.67
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.2
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.6
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,15.0
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.9
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.8
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.5
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.2
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.7
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.1
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.1
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.6
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.2
2023,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.0
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.2
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.9
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.5
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,15.0
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,15.4
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,15.9
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,16.2
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,15.5
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,15.3
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.2
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.4
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.2
2022,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.5
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.4
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.3
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.7
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.3
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.8
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.8
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.7
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,14.4
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,13.7
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.3
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.9
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.2
2021,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,12.5
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,11.1
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.73
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.56
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.43
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.35
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.28
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.27
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.48
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,8.64
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.24
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,9.59
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.3
2020,IOWA,SOYBEANS,PRICE RECEIVED,$ / BU,10.9
2024,IOWA,SOYBEANS,PRODUCTION,$,5976000000.0
